prediction,name
0,nonAMP1074
1,AMP934
0,nonAMP249
1,AMP3170
1,AMP2484
1,AMP302
0,nonAMP798
1,AMP1309
0,nonAMP1274
1,AMP2708
1,AMP1405
0,nonAMP2947
0,nonAMP1970
1,AMP771
1,AMP1268
0,nonAMP2730
0,nonAMP3155
0,nonAMP2494
1,AMP776
0,nonAMP1571
0,nonAMP1
0,nonAMP2567
1,AMP671
1,AMP7
0,nonAMP3165
0,nonAMP2303
0,nonAMP2512
1,AMP2468
1,AMP2343
0,nonAMP674
1,AMP3215
1,AMP1172
0,nonAMP222
0,nonAMP1342
1,AMP179
0,nonAMP2808
1,nonAMP667
1,AMP2420
0,nonAMP1493
1,AMP2361
1,AMP2612
0,nonAMP191
1,AMP1660
1,AMP2911
1,AMP2599
0,nonAMP1130
1,AMP2008
1,AMP1736
1,AMP1662
0,nonAMP120
1,AMP353
1,AMP1325
1,AMP1476
1,AMP2580
1,AMP1701
0,nonAMP1281
1,AMP149
1,AMP1218
0,nonAMP3112
0,nonAMP1715
0,nonAMP2278
1,AMP2348
0,nonAMP1430
1,AMP2446
1,AMP691
1,AMP286
0,nonAMP281
0,nonAMP396
0,nonAMP1899
1,AMP928
1,AMP2281
1,AMP3018
0,nonAMP2263
1,AMP2423
1,AMP1904
0,nonAMP769
0,nonAMP1956
0,nonAMP359
1,AMP2200
0,nonAMP501
0,nonAMP1158
1,AMP2330
1,AMP1384
0,nonAMP2450
0,nonAMP2856
0,nonAMP2871
0,nonAMP1852
1,AMP1036
0,nonAMP949
1,AMP1801
1,AMP1274
1,AMP789
1,nonAMP3251
1,AMP444
0,nonAMP1355
0,nonAMP211
1,AMP2706
1,AMP2908
0,nonAMP3228
0,nonAMP1448
1,AMP1047
1,AMP2375
1,AMP2283
1,AMP2114
0,nonAMP460
0,nonAMP1533
1,AMP987
0,nonAMP484
1,AMP2408
0,nonAMP3078
1,AMP1948
0,nonAMP2058
0,nonAMP2485
0,nonAMP2063
1,AMP2416
1,AMP3175
0,nonAMP3068
1,AMP2665
0,nonAMP1607
1,AMP379
0,nonAMP1157
0,nonAMP173
0,nonAMP1752
1,AMP3072
1,AMP2658
0,nonAMP1134
1,AMP2506
1,AMP2594
0,nonAMP2113
0,nonAMP2291
1,AMP126
0,nonAMP2911
0,nonAMP658
1,AMP2852
0,nonAMP1522
0,nonAMP1481
0,nonAMP1962
0,nonAMP2212
1,AMP148
0,nonAMP772
0,nonAMP3003
0,nonAMP200
0,nonAMP3171
1,AMP3127
0,nonAMP1775
0,nonAMP2158
1,AMP2560
0,nonAMP2185
0,nonAMP1993
1,AMP3251
0,nonAMP118
1,AMP2775
1,AMP264
1,AMP573
1,AMP2754
0,nonAMP3217
0,nonAMP1536
0,nonAMP1649
0,nonAMP2069
0,nonAMP2924
1,AMP1350
1,AMP1616
1,AMP317
0,nonAMP3009
1,AMP2391
1,AMP310
1,AMP1532
0,nonAMP2935
0,nonAMP3147
1,AMP622
0,nonAMP1539
1,AMP2203
0,nonAMP447
0,nonAMP2498
0,nonAMP1998
1,AMP1497
0,nonAMP645
0,nonAMP2819
0,nonAMP2704
1,AMP510
1,AMP634
1,AMP441
0,nonAMP1121
0,nonAMP2528
1,nonAMP2338
0,nonAMP150
0,nonAMP2985
0,nonAMP914
1,AMP139
1,AMP901
0,nonAMP820
1,AMP11
1,AMP979
1,AMP2559
1,AMP952
1,AMP2083
0,nonAMP2334
1,AMP1330
1,AMP729
0,nonAMP2339
1,AMP1771
0,nonAMP1509
0,nonAMP451
1,AMP637
0,nonAMP1781
0,nonAMP2644
0,nonAMP517
1,AMP3254
0,nonAMP3094
1,AMP2818
1,AMP1663
0,nonAMP2153
1,AMP1553
1,AMP1500
1,AMP802
0,nonAMP199
1,AMP2601
0,nonAMP3235
1,AMP2084
0,nonAMP918
0,nonAMP1994
1,AMP1062
0,nonAMP3114
1,AMP1271
1,AMP3086
0,nonAMP2788
0,nonAMP1639
1,AMP2664
1,AMP2954
1,AMP2728
1,AMP560
1,AMP2892
0,nonAMP341
0,nonAMP2836
0,nonAMP3085
0,nonAMP1958
1,AMP431
0,nonAMP1308
1,AMP1830
1,AMP1614
1,AMP2953
0,nonAMP1487
1,AMP1267
1,AMP2909
1,AMP275
0,nonAMP2529
1,AMP1828
1,AMP262
1,AMP796
1,AMP619
0,nonAMP897
1,AMP1386
0,nonAMP1827
1,AMP1590
1,AMP2051
0,nonAMP2051
0,nonAMP491
0,nonAMP2734
1,AMP2577
1,AMP2323
0,nonAMP3080
0,nonAMP2920
1,AMP2597
1,AMP1125
0,nonAMP2203
0,nonAMP2932
1,AMP3139
1,AMP308
0,nonAMP1276
1,AMP2634
0,nonAMP250
1,nonAMP2536
1,AMP2065
0,nonAMP1337
1,AMP716
0,nonAMP591
0,nonAMP3113
0,AMP700
1,AMP406
0,nonAMP2279
1,AMP2903
0,nonAMP520
0,nonAMP1491
0,nonAMP132
1,AMP2303
1,AMP2481
1,AMP1760
0,nonAMP247
0,nonAMP2013
0,nonAMP3247
0,nonAMP1467
0,nonAMP588
1,AMP684
1,AMP1648
0,nonAMP167
1,AMP228
0,nonAMP2232
0,nonAMP1249
1,AMP344
1,AMP2614
1,AMP611
0,nonAMP1606
1,AMP752
0,nonAMP1086
1,AMP2445
1,AMP1598
1,nonAMP23
1,AMP172
1,AMP416
0,nonAMP2079
1,AMP2158
1,AMP2404
0,nonAMP892
0,nonAMP1093
0,nonAMP1524
0,nonAMP1001
0,nonAMP1946
0,nonAMP1364
1,AMP2431
1,AMP824
1,AMP19
1,AMP753
0,nonAMP824
1,AMP1228
1,AMP822
0,nonAMP1182
0,nonAMP1315
0,nonAMP1550
0,nonAMP3033
1,AMP3178
1,AMP2495
0,nonAMP698
1,AMP15
1,AMP2223
0,nonAMP209
0,nonAMP1891
0,nonAMP134
0,nonAMP527
1,AMP378
1,nonAMP1478
0,nonAMP2526
0,nonAMP2402
1,AMP2370
0,nonAMP1270
1,AMP62
0,nonAMP1620
1,AMP2879
1,AMP73
0,nonAMP1855
1,AMP2068
1,AMP2217
1,AMP203
1,AMP1597
0,nonAMP2984
1,AMP421
1,AMP248
1,AMP1795
0,nonAMP1398
1,AMP1813
1,AMP2893
1,AMP1787
1,AMP2897
1,AMP2955
0,nonAMP492
0,AMP1566
0,nonAMP3242
1,AMP1209
1,AMP2814
0,nonAMP351
0,nonAMP1608
1,nonAMP1473
0,nonAMP2479
0,nonAMP259
0,nonAMP3201
0,nonAMP2470
0,nonAMP2594
0,nonAMP2625
1,AMP3032
1,AMP1028
1,AMP697
1,AMP1815
0,nonAMP468
0,nonAMP421
0,nonAMP2822
0,nonAMP3021
0,nonAMP919
0,nonAMP1292
0,nonAMP2770
0,AMP2190
1,AMP2290
0,nonAMP784
0,nonAMP543
1,AMP1671
0,nonAMP1431
1,AMP673
0,nonAMP3
1,AMP1764
1,AMP1973
0,nonAMP1633
1,AMP519
0,nonAMP2068
0,nonAMP804
1,AMP2817
1,AMP488
0,nonAMP872
0,nonAMP1888
1,AMP1039
1,AMP2866
0,nonAMP1230
1,AMP1096
0,nonAMP25
0,nonAMP1172
1,AMP1550
1,AMP3136
1,AMP2570
1,AMP583
1,AMP2729
1,AMP201
1,AMP2412
1,AMP2426
1,AMP2433
1,AMP785
1,AMP1628
1,AMP1288
1,AMP2390
0,nonAMP2953
0,nonAMP131
1,AMP9
1,AMP690
0,nonAMP2050
0,nonAMP2618
1,AMP3253
1,AMP678
0,nonAMP1464
1,AMP2654
1,AMP278
1,AMP267
0,nonAMP137
1,AMP1420
1,AMP2978
1,AMP786
0,nonAMP3096
0,AMP2153
1,nonAMP843
1,AMP2843
1,AMP551
0,nonAMP675
0,nonAMP3225
0,nonAMP2565
1,AMP1980
1,nonAMP1690
0,nonAMP1653
1,AMP650
1,AMP1363
1,AMP2724
0,nonAMP1143
0,nonAMP3020
0,nonAMP1601
1,AMP3198
1,AMP2678
1,AMP321
1,AMP2374
0,nonAMP1409
0,nonAMP2105
0,nonAMP3218
0,nonAMP395
1,AMP1606
1,AMP2309
1,AMP793
1,AMP589
1,AMP1773
0,nonAMP1170
1,AMP2616
0,nonAMP2706
1,AMP1655
1,AMP1986
0,nonAMP2837
0,nonAMP2857
1,nonAMP280
0,nonAMP2415
0,nonAMP2046
0,nonAMP689
1,AMP1938
1,AMP356
1,AMP2576
0,nonAMP1350
1,AMP266
0,nonAMP2941
1,AMP2239
1,AMP2942
1,AMP1190
1,AMP1279
0,nonAMP2923
0,nonAMP2169
1,AMP1163
0,nonAMP1339
0,nonAMP2184
1,AMP2995
1,AMP1763
0,nonAMP648
1,AMP1867
1,AMP746
1,AMP2257
0,nonAMP2809
0,nonAMP3095
0,nonAMP1575
0,nonAMP3261
0,nonAMP1127
0,nonAMP1659
1,nonAMP1285
1,AMP3174
1,AMP811
1,AMP1934
0,nonAMP1576
1,AMP89
0,nonAMP2576
0,nonAMP2608
1,AMP599
0,nonAMP848
0,nonAMP1234
1,AMP150
1,AMP726
1,AMP381
1,AMP240
0,nonAMP1909
0,nonAMP1976
0,nonAMP2110
1,nonAMP296
1,AMP87
1,AMP665
0,nonAMP592
1,AMP1010
1,AMP1222
1,AMP3191
0,nonAMP1045
1,AMP3036
1,AMP1024
1,AMP3070
1,AMP571
1,AMP3267
0,nonAMP518
1,AMP2900
1,AMP2225
0,nonAMP2789
0,nonAMP53
0,nonAMP1616
0,nonAMP2287
0,nonAMP2383
0,nonAMP1578
1,AMP2491
0,nonAMP1049
0,nonAMP1985
0,nonAMP568
1,AMP2976
1,AMP3249
1,nonAMP1680
1,AMP2646
1,nonAMP1851
1,AMP1252
1,AMP2497
1,AMP2825
0,nonAMP1288
0,nonAMP2560
1,AMP2941
0,nonAMP656
0,AMP3226
1,AMP1008
1,AMP2681
1,AMP1465
0,nonAMP3060
0,nonAMP2966
1,AMP1722
1,AMP695
1,AMP1392
1,AMP2663
1,AMP2736
0,nonAMP676
0,nonAMP2078
1,AMP669
0,nonAMP38
1,AMP1511
1,AMP79
0,nonAMP185
1,AMP2582
0,nonAMP2341
0,nonAMP2507
0,nonAMP1581
1,AMP129
0,nonAMP2183
1,AMP2193
0,nonAMP2629
0,nonAMP576
1,AMP2440
0,nonAMP111
1,AMP2165
1,AMP1885
1,AMP2295
0,nonAMP1704
0,nonAMP1955
1,AMP2089
0,nonAMP2425
1,AMP1074
0,nonAMP1668
1,AMP1139
0,nonAMP2998
0,nonAMP624
0,nonAMP3166
1,AMP975
0,nonAMP335
0,nonAMP884
0,nonAMP679
1,AMP2308
0,nonAMP2962
1,AMP2945
1,AMP621
1,AMP401
0,nonAMP2359
1,AMP866
0,nonAMP2194
0,nonAMP2655
1,AMP65
0,nonAMP8
0,nonAMP3004
0,nonAMP2835
0,nonAMP3128
1,AMP1430
1,AMP1297
1,nonAMP2589
0,nonAMP2690
1,AMP3211
0,nonAMP33
0,nonAMP409
0,nonAMP938
0,nonAMP1655
0,nonAMP899
1,AMP1514
0,nonAMP1094
0,nonAMP1711
1,AMP1796
0,nonAMP2823
1,AMP446
0,nonAMP1133
1,AMP565
0,nonAMP1365
0,nonAMP856
0,nonAMP1825
1,nonAMP3250
1,AMP2297
1,AMP2183
1,AMP1705
1,AMP142
1,AMP1275
1,AMP830
1,AMP1733
0,nonAMP159
0,nonAMP997
1,AMP889
0,nonAMP1772
0,AMP2148
0,nonAMP474
0,nonAMP201
1,AMP2152
1,AMP1119
0,nonAMP162
1,nonAMP169
1,AMP14
0,nonAMP1064
1,AMP3213
0,nonAMP2564
0,nonAMP1413
1,AMP2263
0,nonAMP1756
1,AMP1073
0,nonAMP559
1,nonAMP2738
1,AMP484
0,nonAMP221
1,AMP763
1,AMP1371
1,AMP2324
0,nonAMP1835
1,AMP2006
1,AMP1513
0,AMP2151
0,nonAMP32
0,nonAMP977
0,nonAMP2520
1,AMP1761
1,AMP1065
1,AMP2222
0,nonAMP2344
1,AMP668
1,AMP133
1,AMP2473
0,nonAMP815
0,nonAMP3121
0,nonAMP1560
0,nonAMP2901
0,nonAMP1923
1,AMP955
1,AMP2918
0,nonAMP2401
1,AMP2454
0,nonAMP454
1,AMP2845
0,nonAMP1226
1,AMP3164
0,nonAMP2685
1,AMP722
1,AMP29
0,nonAMP3260
1,AMP232
0,nonAMP1174
0,nonAMP2202
0,nonAMP1118
0,nonAMP1397
1,AMP1645
1,AMP1886
1,AMP1853
1,AMP86
1,AMP2059
0,nonAMP1123
0,nonAMP2990
1,AMP1059
1,AMP1248
0,nonAMP96
1,AMP499
1,AMP2091
1,AMP825
1,AMP2314
0,nonAMP2284
1,nonAMP2588
1,AMP592
1,AMP2335
1,AMP795
0,nonAMP805
0,nonAMP78
1,AMP213
1,AMP2552
0,nonAMP1671
0,nonAMP2530
1,AMP623
0,nonAMP1684
0,nonAMP1163
0,nonAMP933
1,AMP2624
1,AMP2233
0,nonAMP2602
0,nonAMP644
1,AMP823
0,nonAMP1495
1,AMP2558
0,nonAMP618
1,AMP2509
0,nonAMP755
1,nonAMP3019
1,AMP531
0,AMP1936
0,nonAMP2973
1,AMP865
1,AMP511
0,nonAMP1061
1,AMP2187
0,nonAMP1087
0,nonAMP2399
0,nonAMP2311
1,AMP2195
0,nonAMP2641
0,nonAMP2226
0,nonAMP602
1,nonAMP813
0,nonAMP1846
1,AMP2946
0,nonAMP1629
1,nonAMP704
1,AMP2673
0,nonAMP119
1,AMP1402
0,nonAMP1895
1,nonAMP3241
1,AMP2670
1,AMP95
1,AMP917
1,AMP2046
0,nonAMP490
1,AMP1521
0,nonAMP3136
0,nonAMP2696
0,nonAMP2643
0,nonAMP1360
1,AMP325
1,AMP2916
1,AMP2508
0,nonAMP2255
1,AMP2321
0,nonAMP2854
0,nonAMP2591
1,AMP575
0,nonAMP1830
1,AMP2714
1,AMP3266
1,AMP2912
1,AMP1814
0,nonAMP2839
1,AMP1196
0,nonAMP2842
1,AMP1547
1,AMP1023
1,AMP2932
1,AMP175
0,nonAMP142
1,AMP2224
0,nonAMP288
0,nonAMP466
0,nonAMP1408
0,nonAMP1798
1,AMP3165
1,AMP1601
0,nonAMP1508
0,nonAMP79
1,AMP2562
1,nonAMP1811
0,nonAMP2307
0,nonAMP430
0,nonAMP1688
1,AMP1591
0,nonAMP2647
0,nonAMP2484
0,nonAMP2464
1,AMP818
1,AMP466
0,nonAMP589
1,AMP1689
1,AMP2820
0,nonAMP2390
1,AMP1236
1,AMP2969
0,nonAMP1240
1,AMP1373
1,AMP1123
1,AMP1894
0,nonAMP1721
1,AMP574
1,AMP1305
0,nonAMP1083
1,AMP396
1,nonAMP2703
0,nonAMP753
1,AMP39
1,AMP2256
1,AMP1144
1,AMP994
0,nonAMP1679
1,AMP131
1,AMP17
1,AMP3045
0,nonAMP417
0,nonAMP2223
0,nonAMP1312
1,AMP447
1,AMP1528
1,AMP2071
0,nonAMP2111
1,AMP3096
0,nonAMP1384
1,AMP337
1,AMP1857
1,AMP476
0,nonAMP1012
1,AMP2528
0,nonAMP1204
1,AMP1903
1,AMP2882
1,nonAMP2992
1,AMP603
0,nonAMP2144
1,AMP3047
1,AMP1548
1,AMP1490
0,nonAMP2566
1,AMP1071
1,AMP807
0,nonAMP2405
0,nonAMP2614
0,nonAMP2603
1,AMP2834
1,AMP3010
1,AMP184
0,AMP2150
1,nonAMP744
1,AMP1587
0,nonAMP445
1,AMP1448
0,nonAMP2827
1,AMP1171
1,AMP1847
0,nonAMP2039
1,AMP2790
0,nonAMP677
0,nonAMP1030
1,AMP1215
0,nonAMP2829
0,nonAMP1142
0,nonAMP398
1,AMP3085
1,AMP1800
0,nonAMP1239
1,AMP1832
1,AMP245
1,AMP2331
0,nonAMP2884
1,AMP1652
0,nonAMP1289
0,nonAMP1978
0,nonAMP2126
1,AMP1708
1,AMP2593
0,nonAMP945
0,nonAMP407
0,nonAMP1617
1,AMP1396
0,nonAMP2684
0,AMP882
1,AMP1910
1,nonAMP2259
1,AMP1270
0,nonAMP2012
1,AMP831
0,nonAMP448
0,nonAMP1984
1,AMP1280
1,AMP838
1,AMP2768
1,AMP661
1,AMP3084
1,AMP2320
1,AMP2188
0,nonAMP1922
0,nonAMP2867
1,AMP3027
1,AMP2054
1,AMP1575
0,nonAMP1619
1,AMP437
0,nonAMP1440
0,nonAMP2812
0,nonAMP2955
1,AMP3151
0,nonAMP472
1,AMP53
0,nonAMP1983
1,AMP1582
1,AMP2864
0,nonAMP2868
0,nonAMP1875
0,nonAMP2790
1,AMP871
1,AMP2887
0,nonAMP2937
1,AMP1013
1,AMP3009
0,nonAMP1806
0,nonAMP661
1,AMP329
1,AMP839
1,AMP1143
1,AMP1998
0,nonAMP2637
1,AMP993
0,nonAMP1520
0,nonAMP1191
0,nonAMP1472
0,nonAMP764
1,AMP2896
0,nonAMP1521
0,nonAMP747
0,nonAMP680
1,AMP3144
0,nonAMP213
1,AMP2442
1,AMP1964
1,AMP442
1,AMP1338
0,nonAMP1941
0,nonAMP2022
0,nonAMP2260
1,AMP715
0,nonAMP429
1,AMP2118
1,AMP412
1,AMP3005
0,nonAMP1894
1,nonAMP435
1,AMP1873
1,AMP2400
0,nonAMP122
0,nonAMP581
0,nonAMP112
0,nonAMP2491
1,nonAMP2096
1,AMP2540
1,AMP2783
1,AMP2557
0,nonAMP2865
1,AMP165
0,nonAMP2460
1,AMP1624
1,AMP1843
1,AMP359
1,AMP60
1,AMP2155
1,AMP231
0,nonAMP102
0,nonAMP3115
1,AMP2298
1,AMP2364
0,nonAMP483
0,nonAMP148
1,AMP2282
1,AMP3064
1,AMP2950
1,AMP311
1,AMP1487
0,nonAMP1120
0,nonAMP60
1,AMP1820
1,AMP445
1,nonAMP337
1,AMP653
0,nonAMP1625
0,nonAMP797
0,nonAMP2860
1,AMP3161
1,AMP395
0,nonAMP2384
1,AMP2919
1,AMP508
1,AMP2717
1,AMP385
0,nonAMP1213
0,nonAMP981
1,AMP2304
1,AMP2430
1,AMP2078
0,nonAMP175
1,AMP8
0,nonAMP174
0,nonAMP378
0,nonAMP3119
1,AMP1838
1,AMP1289
0,nonAMP1128
1,AMP2839
1,AMP3228
0,nonAMP2447
1,AMP1370
1,AMP2693
0,nonAMP2337
0,nonAMP2295
0,nonAMP2907
0,nonAMP1879
1,AMP1693
1,AMP1417
1,AMP864
1,AMP2197
1,AMP2371
1,AMP874
1,AMP1949
0,nonAMP2005
1,AMP2968
1,AMP2109
1,AMP1935
1,AMP1677
1,AMP2345
1,AMP853
1,AMP2828
0,nonAMP3216
0,nonAMP2329
1,AMP2741
1,AMP781
1,AMP556
0,nonAMP94
1,AMP1443
1,nonAMP2368
0,nonAMP1028
0,nonAMP195
0,nonAMP2171
0,nonAMP459
1,AMP2237
1,AMP420
1,AMP1318
1,AMP2554
1,AMP1284
0,nonAMP3036
1,AMP1044
1,AMP2628
1,AMP2889
0,nonAMP737
0,nonAMP2695
1,nonAMP1415
0,nonAMP2916
0,nonAMP408
0,nonAMP2001
1,AMP1698
1,AMP2003
1,AMP411
0,nonAMP2438
1,AMP544
1,AMP146
1,nonAMP662
0,nonAMP1746
1,AMP2474
1,AMP1324
1,AMP2247
1,AMP1216
0,nonAMP893
1,AMP2668
1,AMP59
0,nonAMP2125
1,AMP324
0,nonAMP925
1,AMP1737
1,AMP590
0,nonAMP649
1,AMP1126
0,nonAMP186
0,nonAMP3246
0,nonAMP160
0,nonAMP56
1,AMP1220
0,nonAMP2386
1,AMP2962
0,nonAMP1870
1,AMP1508
1,AMP2368
1,AMP464
1,AMP1647
1,AMP1997
1,AMP613
0,nonAMP2539
0,nonAMP2701
1,AMP1173
0,nonAMP1058
1,AMP688
0,nonAMP2613
0,nonAMP381
1,AMP428
1,AMP3081
1,AMP2591
0,nonAMP2815
0,nonAMP2145
1,AMP998
1,AMP1639
1,AMP1394
0,nonAMP2427
1,AMP711
1,AMP3239
1,AMP492
1,AMP2249
0,nonAMP2607
1,AMP1435
0,nonAMP1294
1,AMP1002
1,AMP2604
1,AMP338
1,AMP3129
0,nonAMP2960
0,nonAMP82
1,AMP1132
0,nonAMP1822
0,nonAMP3172
0,nonAMP1463
0,nonAMP3105
1,nonAMP2811
1,AMP1085
1,AMP2795
0,nonAMP2906
1,AMP130
0,nonAMP1932
1,AMP2792
1,AMP736
0,nonAMP621
0,nonAMP2892
0,nonAMP3249
0,nonAMP2540
0,nonAMP21
0,nonAMP387
0,nonAMP924
1,AMP1940
0,nonAMP117
0,nonAMP1612
1,AMP943
0,AMP2179
1,AMP132
1,nonAMP1400
0,nonAMP678
1,AMP812
1,AMP1732
0,nonAMP778
1,AMP1727
1,AMP620
0,nonAMP3067
0,nonAMP2803
0,nonAMP2556
1,AMP2583
1,AMP1748
0,AMP731
1,AMP157
1,AMP859
1,AMP2050
0,nonAMP1664
1,AMP1204
1,AMP1449
1,AMP2186
1,AMP20
1,AMP2798
1,AMP2289
0,nonAMP1717
1,AMP3141
0,nonAMP2413
1,AMP2861
0,nonAMP481
1,AMP1959
1,AMP2128
0,nonAMP927
0,nonAMP321
1,AMP1103
1,AMP1372
1,AMP2824
0,nonAMP828
1,AMP1654
1,AMP1030
1,AMP985
0,nonAMP1644
0,nonAMP212
0,nonAMP2510
0,nonAMP2092
0,nonAMP1011
0,nonAMP3077
1,AMP1320
0,nonAMP1762
1,AMP3259
1,AMP1192
0,nonAMP2670
0,nonAMP2210
0,nonAMP2710
0,nonAMP1484
1,AMP2584
1,nonAMP1017
1,AMP1869
0,nonAMP3034
0,nonAMP1729
0,nonAMP366
1,AMP2301
1,nonAMP69
1,AMP1381
0,nonAMP1112
0,nonAMP1542
0,nonAMP541
0,nonAMP832
1,AMP1682
0,nonAMP1141
0,nonAMP2785
1,AMP2120
0,AMP734
0,nonAMP2032
0,nonAMP825
1,AMP3037
1,AMP2381
1,AMP1833
0,nonAMP1965
0,nonAMP41
0,nonAMP1841
1,AMP2746
0,nonAMP2244
0,nonAMP1991
1,AMP2360
1,AMP1762
1,AMP3231
0,nonAMP1562
0,nonAMP1446
1,nonAMP650
0,nonAMP1015
0,nonAMP2206
1,AMP244
0,nonAMP3212
1,AMP251
0,nonAMP2574
1,AMP942
1,AMP783
1,AMP1273
1,AMP1269
1,nonAMP244
0,nonAMP536
1,AMP3097
0,nonAMP855
0,nonAMP986
1,AMP1542
1,AMP1522
0,nonAMP1300
0,nonAMP2093
0,nonAMP2151
1,AMP2386
1,AMP1644
1,AMP2476
0,nonAMP2575
0,nonAMP264
1,AMP1788
0,nonAMP1651
0,nonAMP227
0,nonAMP582
0,nonAMP1480
1,AMP2960
1,AMP2415
0,nonAMP2476
1,AMP638
1,AMP2131
0,nonAMP15
1,AMP323
0,nonAMP879
0,nonAMP636
0,nonAMP455
1,AMP906
1,AMP503
1,AMP269
0,nonAMP1874
0,AMP2154
1,AMP579
1,AMP2016
0,nonAMP2652
1,AMP2748
0,nonAMP734
0,nonAMP20
0,nonAMP1238
0,nonAMP1744
1,AMP1149
0,nonAMP2131
1,AMP360
1,AMP2645
1,AMP607
1,AMP1690
1,AMP1004
0,nonAMP817
1,AMP1670
1,AMP159
1,AMP2723
0,nonAMP473
1,AMP2635
0,nonAMP1552
1,AMP1918
0,nonAMP537
1,AMP2029
1,AMP1167
0,nonAMP326
0,nonAMP2597
1,AMP2813
0,nonAMP1694
1,AMP164
0,nonAMP343
1,AMP2439
1,AMP343
0,nonAMP2698
0,nonAMP3248
0,nonAMP1278
1,AMP1534
1,AMP3092
0,nonAMP1147
0,nonAMP565
1,AMP521
1,AMP2579
1,AMP3210
0,nonAMP1305
1,AMP2174
1,AMP878
1,nonAMP1065
0,nonAMP1320
0,nonAMP886
1,AMP2443
1,AMP2014
1,AMP1533
0,nonAMP363
1,AMP2460
1,AMP2519
0,nonAMP239
0,nonAMP672
1,AMP3196
0,nonAMP2596
0,nonAMP974
1,AMP494
0,nonAMP3240
1,AMP1864
0,nonAMP854
1,AMP591
1,AMP166
1,AMP3098
1,AMP748
1,AMP1455
0,nonAMP360
1,AMP347
1,AMP2260
0,nonAMP1641
1,AMP1251
0,nonAMP2431
0,nonAMP216
0,nonAMP1862
0,nonAMP1004
0,nonAMP1434
1,AMP1766
0,nonAMP1596
1,AMP2842
1,AMP2487
1,AMP737
1,AMP606
1,nonAMP2505
1,nonAMP2167
0,nonAMP2331
0,nonAMP634
0,nonAMP2159
0,nonAMP2532
1,AMP363
0,nonAMP2186
1,AMP1006
1,AMP677
1,AMP1630
1,AMP2786
1,AMP2641
1,AMP1365
1,AMP1943
1,AMP2720
0,nonAMP1769
1,AMP2797
0,nonAMP237
1,AMP3048
0,nonAMP1990
1,AMP1408
0,nonAMP2506
1,AMP1757
0,nonAMP2925
1,AMP1561
0,nonAMP2014
1,AMP964
1,AMP1049
1,AMP1317
1,AMP751
1,AMP355
1,AMP1095
1,AMP842
1,AMP220
0,nonAMP1525
0,nonAMP2261
1,nonAMP2306
1,AMP2056
0,nonAMP3224
1,AMP1841
1,AMP2779
0,nonAMP2500
0,nonAMP1220
0,nonAMP2227
1,AMP3227
1,AMP1972
1,AMP2761
0,nonAMP1486
1,AMP1909
0,nonAMP987
0,nonAMP1496
1,AMP473
1,AMP1866
1,AMP1155
0,nonAMP1005
0,nonAMP2709
0,nonAMP1009
0,nonAMP713
0,nonAMP2421
1,AMP1056
0,nonAMP906
0,nonAMP2747
1,nonAMP2504
0,nonAMP1743
0,nonAMP2177
0,nonAMP1531
1,AMP260
1,AMP2742
0,nonAMP3031
1,AMP2737
0,nonAMP3092
1,AMP366
1,AMP108
1,AMP1523
0,nonAMP1212
0,nonAMP761
1,AMP1450
0,nonAMP2931
1,AMP1404
1,AMP2623
0,nonAMP1188
0,nonAMP1144
1,AMP845
1,AMP2012
1,AMP2036
0,nonAMP2409
0,nonAMP896
1,AMP699
1,AMP1899
0,nonAMP2195
1,AMP760
1,AMP1504
1,AMP1160
1,AMP1015
1,AMP284
0,nonAMP1453
1,nonAMP787
0,nonAMP1685
1,AMP3167
0,nonAMP1544
0,nonAMP286
0,nonAMP1634
0,nonAMP1215
1,AMP1364
1,AMP1198
0,nonAMP1627
1,AMP170
0,nonAMP1518
1,AMP2803
1,AMP12
0,nonAMP724
1,AMP3133
0,nonAMP1753
0,nonAMP2624
1,AMP295
1,AMP2480
1,AMP1180
1,AMP1135
1,AMP1174
1,AMP1675
0,nonAMP2082
1,AMP777
0,nonAMP1583
1,AMP2040
1,AMP949
1,AMP3049
1,AMP1446
1,AMP981
1,AMP2881
0,nonAMP1426
0,nonAMP2024
1,AMP1471
1,AMP253
1,AMP2589
0,nonAMP2040
1,AMP744
0,nonAMP2312
1,AMP124
0,nonAMP1341
1,AMP2273
0,nonAMP1705
0,nonAMP2089
0,nonAMP2919
0,nonAMP1951
0,nonAMP1677
0,nonAMP1035
0,nonAMP2999
0,nonAMP863
1,AMP1378
0,nonAMP3223
1,AMP2683
0,nonAMP121
0,nonAMP1517
1,AMP1329
0,nonAMP246
1,AMP1200
1,AMP858
1,AMP1152
1,AMP1433
0,nonAMP2004
1,AMP2206
1,AMP3038
1,AMP2695
1,AMP2041
0,nonAMP1548
1,AMP254
1,AMP652
0,nonAMP990
1,AMP426
1,AMP1199
1,AMP1695
1,AMP1418
1,AMP3062
1,AMP4
1,AMP2469
1,AMP2547
0,nonAMP2135
0,nonAMP3160
1,AMP50
1,nonAMP643
0,nonAMP743
1,AMP2713
0,nonAMP3151
1,AMP749
0,nonAMP1439
1,AMP2756
0,nonAMP2300
1,AMP3106
1,AMP2477
1,AMP2017
1,AMP1116
0,nonAMP1111
1,AMP1462
0,nonAMP2042
1,AMP1425
0,AMP2173
0,nonAMP952
0,nonAMP3079
1,AMP2888
0,nonAMP2651
0,nonAMP3258
1,AMP3243
0,nonAMP2094
