ID	length	range
nonAMP5235	211	>200
nonAMP5236	120	101-150
nonAMP5237	89	51-100
nonAMP5238	203	>200
nonAMP5239	145	101-150
nonAMP5240	189	151-200
nonAMP5241	165	151-200
nonAMP5242	114	101-150
nonAMP5243	43	0-50
nonAMP5244	180	151-200
nonAMP5245	148	101-150
nonAMP5246	226	>200
nonAMP5247	200	151-200
nonAMP5248	142	101-150
nonAMP5249	117	101-150
nonAMP5250	246	>200
nonAMP5251	113	101-150
nonAMP5252	107	101-150
nonAMP5253	222	>200
nonAMP5254	200	151-200
nonAMP5255	255	>200
nonAMP5256	169	151-200
nonAMP5257	132	101-150
nonAMP5258	254	>200
nonAMP5259	61	51-100
nonAMP5260	127	101-150
nonAMP5261	209	>200
nonAMP5262	200	151-200
nonAMP5263	62	51-100
nonAMP5264	132	101-150
nonAMP5265	182	151-200
nonAMP5266	173	151-200
nonAMP5267	145	101-150
nonAMP5268	104	101-150
nonAMP5269	141	101-150
nonAMP5270	184	151-200
nonAMP5271	143	101-150
nonAMP5272	233	>200
nonAMP5273	176	151-200
nonAMP5274	244	>200
nonAMP5275	101	101-150
nonAMP5276	153	151-200
nonAMP5277	209	>200
nonAMP5278	188	151-200
nonAMP5279	124	101-150
nonAMP5280	155	151-200
nonAMP5281	128	101-150
nonAMP5282	231	>200
nonAMP5283	163	151-200
nonAMP5284	119	101-150
nonAMP5285	66	51-100
nonAMP5286	155	151-200
nonAMP5287	241	>200
nonAMP5288	234	>200
nonAMP5289	180	151-200
nonAMP5290	127	101-150
nonAMP5291	78	51-100
nonAMP5292	144	101-150
nonAMP5293	205	>200
nonAMP5294	221	>200
nonAMP5295	112	101-150
nonAMP5296	190	151-200
nonAMP5297	159	151-200
nonAMP5298	185	151-200
nonAMP5299	178	151-200
nonAMP5300	146	101-150
nonAMP5301	123	101-150
nonAMP5302	100	51-100
nonAMP5303	241	>200
nonAMP5304	233	>200
nonAMP5305	144	101-150
nonAMP5306	200	151-200
nonAMP5307	214	>200
nonAMP5308	242	>200
nonAMP5309	89	51-100
nonAMP5310	183	151-200
nonAMP5311	184	151-200
nonAMP5312	234	>200
nonAMP5313	207	>200
nonAMP5314	216	>200
nonAMP5315	163	151-200
nonAMP5316	252	>200
nonAMP5317	130	101-150
nonAMP5318	235	>200
nonAMP5319	252	>200
nonAMP5320	184	151-200
nonAMP5321	198	151-200
nonAMP5322	237	>200
nonAMP5323	191	151-200
nonAMP5324	142	101-150
nonAMP5325	132	101-150
nonAMP5326	206	>200
nonAMP5327	95	51-100
nonAMP5328	189	151-200
nonAMP5329	65	51-100
nonAMP5330	183	151-200
nonAMP5331	129	101-150
nonAMP5332	137	101-150
nonAMP5333	154	151-200
nonAMP5334	111	101-150
nonAMP5335	37	0-50
nonAMP5336	122	101-150
nonAMP5337	155	151-200
nonAMP5338	179	151-200
nonAMP5339	188	151-200
nonAMP5340	250	>200
nonAMP5341	61	51-100
nonAMP5342	238	>200
nonAMP5343	244	>200
nonAMP5344	161	151-200
nonAMP5345	73	51-100
nonAMP5346	216	>200
nonAMP5347	147	101-150
nonAMP5348	186	151-200
nonAMP5349	138	101-150
nonAMP5350	81	51-100
nonAMP5351	214	>200
nonAMP5352	187	151-200
nonAMP5353	151	151-200
nonAMP5354	75	51-100
nonAMP5355	98	51-100
nonAMP5356	219	>200
nonAMP5357	252	>200
nonAMP5358	214	>200
nonAMP5359	115	101-150
nonAMP5360	64	51-100
nonAMP5361	229	>200
nonAMP5362	68	51-100
nonAMP5363	72	51-100
nonAMP5364	162	151-200
nonAMP5365	226	>200
nonAMP5366	80	51-100
nonAMP5367	255	>200
nonAMP5368	84	51-100
nonAMP5369	118	101-150
nonAMP5370	23	0-50
nonAMP5371	118	101-150
nonAMP5372	205	>200
nonAMP5373	89	51-100
nonAMP5374	142	101-150
nonAMP5375	160	151-200
nonAMP5376	72	51-100
nonAMP5377	251	>200
nonAMP5378	149	101-150
nonAMP5379	213	>200
nonAMP5380	128	101-150
nonAMP5381	205	>200
nonAMP5382	71	51-100
nonAMP5383	89	51-100
nonAMP5384	226	>200
nonAMP5385	116	101-150
nonAMP5386	159	151-200
nonAMP5387	135	101-150
nonAMP5388	163	151-200
nonAMP5389	220	>200
nonAMP5390	194	151-200
nonAMP5391	185	151-200
nonAMP5392	252	>200
nonAMP5393	170	151-200
nonAMP5394	135	101-150
nonAMP5395	167	151-200
nonAMP5396	158	151-200
nonAMP5397	87	51-100
nonAMP5398	104	101-150
nonAMP5399	208	>200
nonAMP5400	157	151-200
nonAMP5401	164	151-200
nonAMP5402	198	151-200
nonAMP5403	147	101-150
nonAMP5404	192	151-200
nonAMP5405	80	51-100
nonAMP5406	84	51-100
nonAMP5407	245	>200
nonAMP5408	165	151-200
nonAMP5409	66	51-100
nonAMP5410	246	>200
nonAMP5411	179	151-200
nonAMP5412	26	0-50
nonAMP5413	217	>200
nonAMP5414	101	101-150
nonAMP5415	15	0-50
nonAMP5416	156	151-200
nonAMP5417	202	>200
nonAMP5418	237	>200
nonAMP5419	214	>200
nonAMP5420	117	101-150
nonAMP5421	143	101-150
nonAMP5422	249	>200
nonAMP5423	124	101-150
nonAMP5424	226	>200
nonAMP5425	236	>200
nonAMP5426	160	151-200
nonAMP5427	203	>200
nonAMP5428	148	101-150
nonAMP5429	200	151-200
nonAMP5430	252	>200
nonAMP5431	78	51-100
nonAMP5432	249	>200
nonAMP5433	253	>200
nonAMP5434	235	>200
nonAMP5435	119	101-150
nonAMP5436	80	51-100
nonAMP5437	8	0-50
nonAMP5438	174	151-200
nonAMP5439	136	101-150
nonAMP5440	126	101-150
nonAMP5441	64	51-100
nonAMP5442	185	151-200
nonAMP5443	214	>200
nonAMP5444	156	151-200
nonAMP5445	84	51-100
nonAMP5446	182	151-200
nonAMP5447	145	101-150
nonAMP5448	76	51-100
nonAMP5449	251	>200
nonAMP5450	229	>200
nonAMP5451	93	51-100
nonAMP5452	193	151-200
nonAMP5453	148	101-150
nonAMP5454	65	51-100
nonAMP5455	48	0-50
nonAMP5456	191	151-200
nonAMP5457	247	>200
nonAMP5458	251	>200
nonAMP5459	206	>200
nonAMP5460	203	>200
nonAMP5461	125	101-150
nonAMP5462	105	101-150
nonAMP5463	141	101-150
nonAMP5464	126	101-150
nonAMP5465	77	51-100
nonAMP5466	152	151-200
nonAMP5467	221	>200
nonAMP5468	203	>200
nonAMP5469	200	151-200
nonAMP5470	47	0-50
nonAMP5471	108	101-150
nonAMP5472	181	151-200
nonAMP5473	182	151-200
nonAMP5474	104	101-150
nonAMP5475	246	>200
nonAMP5476	235	>200
nonAMP5477	111	101-150
nonAMP5478	161	151-200
nonAMP5479	88	51-100
nonAMP5480	252	>200
nonAMP5481	223	>200
nonAMP5482	100	51-100
nonAMP5483	177	151-200
nonAMP5484	168	151-200
nonAMP5485	166	151-200
nonAMP5486	59	51-100
nonAMP5487	94	51-100
nonAMP5488	101	101-150
nonAMP5489	225	>200
nonAMP5490	119	101-150
nonAMP5491	75	51-100
nonAMP5492	150	101-150
nonAMP5493	159	151-200
nonAMP5494	164	151-200
nonAMP5495	207	>200
nonAMP5496	182	151-200
nonAMP5497	164	151-200
nonAMP5498	144	101-150
nonAMP5499	81	51-100
nonAMP5500	92	51-100
nonAMP5501	180	151-200
nonAMP5502	82	51-100
nonAMP5503	192	151-200
nonAMP5504	224	>200
nonAMP5505	89	51-100
nonAMP5506	63	51-100
nonAMP5507	180	151-200
nonAMP5508	145	101-150
nonAMP5509	250	>200
nonAMP5510	212	>200
nonAMP5511	102	101-150
nonAMP5512	229	>200
nonAMP5513	178	151-200
nonAMP5514	232	>200
nonAMP5515	227	>200
nonAMP5516	172	151-200
nonAMP5517	198	151-200
nonAMP5518	191	151-200
nonAMP5519	229	>200
nonAMP5520	73	51-100
nonAMP5521	240	>200
nonAMP5522	207	>200
nonAMP5523	153	151-200
nonAMP5524	90	51-100
nonAMP5525	129	101-150
nonAMP5526	135	101-150
nonAMP5527	145	101-150
nonAMP5528	251	>200
nonAMP5529	204	>200
nonAMP5530	145	101-150
nonAMP5531	208	>200
nonAMP5532	205	>200
nonAMP5533	151	151-200
nonAMP5534	126	101-150
nonAMP5535	82	51-100
nonAMP5536	92	51-100
nonAMP5537	184	151-200
nonAMP5538	251	>200
nonAMP5539	235	>200
nonAMP5540	141	101-150
nonAMP5541	176	151-200
nonAMP5542	144	101-150
nonAMP5543	189	151-200
nonAMP5544	88	51-100
nonAMP5545	147	101-150
nonAMP5546	90	51-100
nonAMP5547	138	101-150
nonAMP5548	237	>200
nonAMP5549	206	>200
nonAMP5550	229	>200
nonAMP5551	72	51-100
nonAMP5552	172	151-200
nonAMP5553	152	151-200
nonAMP5554	144	101-150
nonAMP5555	131	101-150
nonAMP5556	218	>200
nonAMP5557	62	51-100
nonAMP5558	120	101-150
nonAMP5559	163	151-200
nonAMP5560	11	0-50
nonAMP5561	217	>200
nonAMP5562	252	>200
nonAMP5563	224	>200
nonAMP5564	237	>200
nonAMP5565	222	>200
nonAMP5566	127	101-150
nonAMP5567	83	51-100
nonAMP5568	235	>200
nonAMP5569	61	51-100
nonAMP5570	228	>200
nonAMP5571	174	151-200
nonAMP5572	230	>200
nonAMP5573	147	101-150
nonAMP5574	208	>200
nonAMP5575	160	151-200
nonAMP5576	81	51-100
nonAMP5577	176	151-200
nonAMP5578	119	101-150
nonAMP5579	237	>200
nonAMP5580	181	151-200
nonAMP5581	110	101-150
nonAMP5582	254	>200
nonAMP5583	176	151-200
nonAMP5584	30	0-50
nonAMP5585	140	101-150
nonAMP5586	60	51-100
nonAMP5587	253	>200
nonAMP5588	211	>200
nonAMP5589	202	>200
nonAMP5590	147	101-150
nonAMP5591	200	151-200
nonAMP5592	240	>200
nonAMP5593	124	101-150
nonAMP5594	86	51-100
nonAMP5595	102	101-150
nonAMP5596	64	51-100
nonAMP5597	194	151-200
nonAMP5598	212	>200
nonAMP5599	128	101-150
nonAMP5600	188	151-200
nonAMP5601	95	51-100
nonAMP5602	170	151-200
nonAMP5603	101	101-150
nonAMP5604	134	101-150
nonAMP5605	111	101-150
nonAMP5606	205	>200
nonAMP5607	78	51-100
nonAMP5608	206	>200
nonAMP5609	7	0-50
nonAMP5610	218	>200
nonAMP5611	72	51-100
nonAMP5612	227	>200
nonAMP5613	228	>200
nonAMP5614	220	>200
nonAMP5615	185	151-200
nonAMP5616	100	51-100
nonAMP5617	74	51-100
nonAMP5618	179	151-200
nonAMP5619	112	101-150
nonAMP5620	249	>200
nonAMP5621	83	51-100
nonAMP5622	212	>200
nonAMP5623	175	151-200
nonAMP5624	211	>200
nonAMP5625	236	>200
nonAMP5626	207	>200
nonAMP5627	224	>200
nonAMP5628	61	51-100
nonAMP5629	241	>200
nonAMP5630	100	51-100
nonAMP5631	124	101-150
nonAMP5632	240	>200
nonAMP5633	100	51-100
nonAMP5634	116	101-150
nonAMP5635	44	0-50
nonAMP5636	98	51-100
nonAMP5637	218	>200
nonAMP5638	115	101-150
nonAMP5639	182	151-200
nonAMP5640	104	101-150
nonAMP5641	20	0-50
nonAMP5642	227	>200
nonAMP5643	114	101-150
nonAMP5644	105	101-150
nonAMP5645	39	0-50
nonAMP5646	97	51-100
nonAMP5647	9	0-50
nonAMP5648	188	151-200
nonAMP5649	149	101-150
nonAMP5650	176	151-200
nonAMP5651	119	101-150
nonAMP5652	148	101-150
nonAMP5653	214	>200
nonAMP5654	169	151-200
nonAMP5655	190	151-200
nonAMP5656	173	151-200
nonAMP5657	158	151-200
nonAMP5658	183	151-200
nonAMP5659	187	151-200
nonAMP5660	19	0-50
nonAMP5661	98	51-100
nonAMP5662	183	151-200
nonAMP5663	125	101-150
nonAMP5664	203	>200
nonAMP5665	121	101-150
nonAMP5666	169	151-200
nonAMP5667	238	>200
nonAMP5668	155	151-200
nonAMP5669	226	>200
nonAMP5670	87	51-100
nonAMP5671	213	>200
nonAMP5672	208	>200
nonAMP5673	58	51-100
nonAMP5674	137	101-150
nonAMP5675	127	101-150
nonAMP5676	231	>200
nonAMP5677	239	>200
nonAMP5678	208	>200
nonAMP5679	163	151-200
nonAMP5680	129	101-150
nonAMP5681	152	151-200
nonAMP5682	103	101-150
nonAMP5683	127	101-150
nonAMP5684	77	51-100
nonAMP5685	225	>200
nonAMP5686	189	151-200
nonAMP5687	153	151-200
nonAMP5688	252	>200
nonAMP5689	255	>200
nonAMP5690	249	>200
nonAMP5691	169	151-200
nonAMP5692	83	51-100
nonAMP5693	127	101-150
nonAMP5694	206	>200
nonAMP5695	220	>200
nonAMP5696	30	0-50
nonAMP5697	208	>200
nonAMP5698	114	101-150
nonAMP5699	193	151-200
nonAMP5700	130	101-150
nonAMP5701	184	151-200
nonAMP5702	158	151-200
nonAMP5703	209	>200
nonAMP5704	146	101-150
nonAMP5705	173	151-200
nonAMP5706	234	>200
nonAMP5707	156	151-200
nonAMP5708	160	151-200
nonAMP5709	170	151-200
nonAMP5710	99	51-100
nonAMP5711	198	151-200
nonAMP5712	201	>200
nonAMP5713	91	51-100
nonAMP5714	142	101-150
nonAMP5715	172	151-200
nonAMP5716	188	151-200
nonAMP5717	199	151-200
nonAMP5718	237	>200
nonAMP5719	221	>200
nonAMP5720	151	151-200
nonAMP5721	201	>200
nonAMP5722	232	>200
nonAMP5723	164	151-200
nonAMP5724	143	101-150
nonAMP5725	190	151-200
nonAMP5726	230	>200
nonAMP5727	218	>200
nonAMP5728	180	151-200
nonAMP5729	63	51-100
nonAMP5730	42	0-50
nonAMP5731	134	101-150
nonAMP5732	158	151-200
nonAMP5733	206	>200
nonAMP5734	193	151-200
nonAMP5735	14	0-50
nonAMP5736	249	>200
nonAMP5737	203	>200
nonAMP5738	79	51-100
nonAMP5739	173	151-200
nonAMP5740	33	0-50
nonAMP5741	122	101-150
nonAMP5742	118	101-150
nonAMP5743	46	0-50
nonAMP5744	106	101-150
nonAMP5745	235	>200
nonAMP5746	211	>200
nonAMP5747	217	>200
nonAMP5748	105	101-150
nonAMP5749	142	101-150
nonAMP5750	98	51-100
nonAMP5751	235	>200
nonAMP5752	75	51-100
nonAMP5753	37	0-50
nonAMP5754	244	>200
nonAMP5755	83	51-100
nonAMP5756	62	51-100
nonAMP5757	239	>200
nonAMP5758	118	101-150
nonAMP5759	193	151-200
nonAMP5760	62	51-100
nonAMP5761	123	101-150
nonAMP5762	41	0-50
nonAMP5763	168	151-200
nonAMP5764	241	>200
nonAMP5765	167	151-200
nonAMP5766	98	51-100
nonAMP5767	74	51-100
nonAMP5768	198	151-200
nonAMP5769	112	101-150
nonAMP5770	215	>200
nonAMP5771	160	151-200
nonAMP5772	248	>200
nonAMP5773	252	>200
nonAMP5774	255	>200
nonAMP5775	138	101-150
nonAMP5776	128	101-150
nonAMP5777	207	>200
nonAMP5778	142	101-150
nonAMP5779	131	101-150
nonAMP5780	129	101-150
nonAMP5781	189	151-200
nonAMP5782	65	51-100
nonAMP5783	206	>200
nonAMP5784	91	51-100
nonAMP5785	225	>200
nonAMP5786	92	51-100
nonAMP5787	193	151-200
nonAMP5788	137	101-150
nonAMP5789	71	51-100
nonAMP5790	238	>200
nonAMP5791	89	51-100
nonAMP5792	119	101-150
nonAMP5793	141	101-150
nonAMP5794	214	>200
nonAMP5795	202	>200
nonAMP5796	154	151-200
nonAMP5797	65	51-100
nonAMP5798	238	>200
nonAMP5799	90	51-100
nonAMP5800	230	>200
nonAMP5801	187	151-200
nonAMP5802	195	151-200
nonAMP5803	113	101-150
nonAMP5804	142	101-150
nonAMP5805	116	101-150
nonAMP5806	180	151-200
nonAMP5807	225	>200
nonAMP5808	243	>200
nonAMP5809	203	>200
nonAMP5810	105	101-150
nonAMP5811	145	101-150
nonAMP5812	123	101-150
nonAMP5813	133	101-150
nonAMP5814	241	>200
nonAMP5815	98	51-100
nonAMP5816	167	151-200
nonAMP5817	110	101-150
nonAMP5818	78	51-100
nonAMP5819	164	151-200
nonAMP5820	202	>200
nonAMP5821	249	>200
nonAMP5822	209	>200
nonAMP5823	154	151-200
nonAMP5824	84	51-100
nonAMP5825	90	51-100
nonAMP5826	249	>200
nonAMP5827	190	151-200
nonAMP5828	225	>200
nonAMP5829	171	151-200
nonAMP5830	138	101-150
nonAMP5831	84	51-100
nonAMP5832	151	151-200
nonAMP5833	93	51-100
nonAMP5834	216	>200
nonAMP5835	217	>200
nonAMP5836	136	101-150
nonAMP5837	123	101-150
nonAMP5838	209	>200
nonAMP5839	201	>200
nonAMP5840	166	151-200
nonAMP5841	110	101-150
nonAMP5842	198	151-200
nonAMP5843	190	151-200
nonAMP5844	107	101-150
nonAMP5845	56	51-100
nonAMP5846	133	101-150
nonAMP5847	203	>200
nonAMP5848	109	101-150
nonAMP5849	95	51-100
nonAMP5850	159	151-200
nonAMP5851	198	151-200
nonAMP5852	213	>200
nonAMP5853	238	>200
nonAMP5854	155	151-200
nonAMP5855	146	101-150
nonAMP5856	227	>200
nonAMP5857	126	101-150
nonAMP5858	251	>200
nonAMP5859	214	>200
nonAMP5860	241	>200
nonAMP5861	225	>200
nonAMP5862	190	151-200
nonAMP5863	160	151-200
nonAMP5864	143	101-150
nonAMP5865	189	151-200
nonAMP5866	195	151-200
nonAMP5867	193	151-200
nonAMP5868	107	101-150
nonAMP5869	107	101-150
nonAMP5870	251	>200
nonAMP5871	105	101-150
nonAMP5872	88	51-100
nonAMP5873	224	>200
nonAMP5874	113	101-150
nonAMP5875	146	101-150
nonAMP5876	146	101-150
nonAMP5877	129	101-150
nonAMP5878	123	101-150
nonAMP5879	104	101-150
nonAMP5880	146	101-150
nonAMP5881	119	101-150
nonAMP5882	175	151-200
nonAMP5883	195	151-200
nonAMP5884	69	51-100
nonAMP5885	89	51-100
nonAMP5886	111	101-150
nonAMP5887	67	51-100
nonAMP5888	98	51-100
nonAMP5889	199	151-200
nonAMP5890	64	51-100
nonAMP5891	240	>200
nonAMP5892	122	101-150
nonAMP5893	9	0-50
nonAMP5894	128	101-150
nonAMP5895	181	151-200
nonAMP5896	85	51-100
nonAMP5897	140	101-150
nonAMP5898	125	101-150
nonAMP5899	239	>200
nonAMP5900	182	151-200
nonAMP5901	249	>200
nonAMP5902	179	151-200
nonAMP5903	103	101-150
nonAMP5904	211	>200
nonAMP5905	64	51-100
nonAMP5906	83	51-100
nonAMP5907	208	>200
nonAMP5908	90	51-100
nonAMP5909	40	0-50
nonAMP5910	68	51-100
nonAMP5911	101	101-150
nonAMP5912	162	151-200
nonAMP5913	245	>200
nonAMP5914	196	151-200
nonAMP5915	91	51-100
nonAMP5916	226	>200
nonAMP5917	86	51-100
nonAMP5918	108	101-150
nonAMP5919	20	0-50
nonAMP5920	150	101-150
nonAMP5921	237	>200
nonAMP5922	152	151-200
nonAMP5923	59	51-100
nonAMP5924	182	151-200
nonAMP5925	118	101-150
nonAMP5926	148	101-150
nonAMP5927	158	151-200
nonAMP5928	229	>200
nonAMP5929	122	101-150
nonAMP5930	228	>200
nonAMP5931	146	101-150
nonAMP5932	233	>200
nonAMP5933	220	>200
nonAMP5934	172	151-200
nonAMP5935	183	151-200
nonAMP5936	225	>200
nonAMP5937	190	151-200
nonAMP5938	194	151-200
nonAMP5939	118	101-150
nonAMP5940	74	51-100
nonAMP5941	130	101-150
nonAMP5942	232	>200
nonAMP5943	232	>200
nonAMP5944	71	51-100
nonAMP5945	96	51-100
nonAMP5946	144	101-150
nonAMP5947	254	>200
nonAMP5948	220	>200
nonAMP5949	188	151-200
nonAMP5950	233	>200
nonAMP5951	100	51-100
nonAMP5952	122	101-150
nonAMP5953	252	>200
nonAMP5954	192	151-200
nonAMP5955	132	101-150
nonAMP5956	113	101-150
nonAMP5957	169	151-200
nonAMP5958	62	51-100
nonAMP5959	163	151-200
nonAMP5960	239	>200
nonAMP5961	115	101-150
nonAMP5962	172	151-200
nonAMP5963	254	>200
nonAMP5964	114	101-150
nonAMP5965	228	>200
nonAMP5966	125	101-150
nonAMP5967	82	51-100
nonAMP5968	225	>200
nonAMP5969	164	151-200
nonAMP5970	53	51-100
nonAMP5971	135	101-150
nonAMP5972	220	>200
nonAMP5973	247	>200
nonAMP5974	71	51-100
nonAMP5975	207	>200
nonAMP5976	153	151-200
nonAMP5977	119	101-150
nonAMP5978	202	>200
nonAMP5979	237	>200
nonAMP5980	230	>200
nonAMP5981	214	>200
nonAMP5982	121	101-150
nonAMP5983	171	151-200
nonAMP5984	179	151-200
nonAMP5985	192	151-200
nonAMP5986	176	151-200
nonAMP5987	128	101-150
nonAMP5988	62	51-100
nonAMP5989	127	101-150
nonAMP5990	129	101-150
nonAMP5991	156	151-200
nonAMP5992	197	151-200
nonAMP5993	161	151-200
nonAMP5994	236	>200
nonAMP5995	205	>200
nonAMP5996	207	>200
nonAMP5997	181	151-200
nonAMP5998	188	151-200
nonAMP5999	37	0-50
nonAMP6000	235	>200
nonAMP6001	161	151-200
nonAMP6002	242	>200
nonAMP6003	202	>200
nonAMP6004	222	>200
nonAMP6005	223	>200
nonAMP6006	59	51-100
nonAMP6007	233	>200
nonAMP6008	211	>200
nonAMP6009	216	>200
nonAMP6010	233	>200
nonAMP6011	162	151-200
nonAMP6012	223	>200
nonAMP6013	134	101-150
nonAMP6014	80	51-100
nonAMP6015	101	101-150
nonAMP6016	89	51-100
nonAMP6017	162	151-200
nonAMP6018	90	51-100
nonAMP6019	251	>200
nonAMP6020	184	151-200
nonAMP6021	239	>200
nonAMP6022	86	51-100
nonAMP6023	117	101-150
nonAMP6024	237	>200
nonAMP6025	203	>200
nonAMP6026	62	51-100
nonAMP6027	84	51-100
nonAMP6028	213	>200
nonAMP6029	224	>200
nonAMP6030	209	>200
nonAMP6031	145	101-150
nonAMP6032	222	>200
nonAMP6033	115	101-150
nonAMP6034	68	51-100
nonAMP6035	182	151-200
nonAMP6036	188	151-200
nonAMP6037	88	51-100
nonAMP6038	109	101-150
nonAMP6039	87	51-100
nonAMP6040	129	101-150
nonAMP6041	238	>200
nonAMP6042	89	51-100
nonAMP6043	181	151-200
nonAMP6044	219	>200
nonAMP6045	70	51-100
nonAMP6046	106	101-150
nonAMP6047	116	101-150
nonAMP6048	244	>200
nonAMP6049	209	>200
nonAMP6050	105	101-150
nonAMP6051	90	51-100
nonAMP6052	137	101-150
nonAMP6053	188	151-200
nonAMP6054	230	>200
nonAMP6055	132	101-150
nonAMP6056	195	151-200
nonAMP6057	67	51-100
nonAMP6058	180	151-200
nonAMP6059	156	151-200
nonAMP6060	34	0-50
nonAMP6061	141	101-150
nonAMP6062	110	101-150
nonAMP6063	114	101-150
nonAMP6064	178	151-200
nonAMP6065	229	>200
nonAMP6066	161	151-200
nonAMP6067	147	101-150
nonAMP6068	212	>200
nonAMP6069	184	151-200
nonAMP6070	126	101-150
nonAMP6071	230	>200
nonAMP6072	134	101-150
nonAMP6073	223	>200
nonAMP6074	243	>200
nonAMP6075	124	101-150
nonAMP6076	97	51-100
nonAMP6077	188	151-200
nonAMP6078	179	151-200
nonAMP6079	103	101-150
nonAMP6080	217	>200
nonAMP6081	229	>200
nonAMP6082	126	101-150
nonAMP6083	131	101-150
nonAMP6084	167	151-200
nonAMP6085	133	101-150
nonAMP6086	223	>200
nonAMP6087	119	101-150
nonAMP6088	157	151-200
nonAMP6089	112	101-150
nonAMP6090	119	101-150
nonAMP6091	206	>200
nonAMP6092	177	151-200
nonAMP6093	40	0-50
nonAMP6094	162	151-200
nonAMP6095	156	151-200
nonAMP6096	238	>200
nonAMP6097	249	>200
nonAMP6098	160	151-200
nonAMP6099	92	51-100
nonAMP6100	187	151-200
nonAMP6101	167	151-200
nonAMP6102	122	101-150
nonAMP6103	197	151-200
nonAMP6104	188	151-200
nonAMP6105	167	151-200
nonAMP6106	230	>200
nonAMP6107	182	151-200
nonAMP6108	208	>200
nonAMP6109	229	>200
nonAMP6110	98	51-100
nonAMP6111	33	0-50
nonAMP6112	94	51-100
nonAMP6113	95	51-100
nonAMP6114	138	101-150
nonAMP6115	199	151-200
nonAMP6116	146	101-150
nonAMP6117	250	>200
nonAMP6118	144	101-150
nonAMP6119	233	>200
nonAMP6120	113	101-150
nonAMP6121	145	101-150
nonAMP6122	128	101-150
nonAMP6123	148	101-150
nonAMP6124	218	>200
nonAMP6125	127	101-150
nonAMP6126	150	101-150
nonAMP6127	212	>200
nonAMP6128	196	151-200
nonAMP6129	91	51-100
nonAMP6130	171	151-200
nonAMP6131	211	>200
nonAMP6132	78	51-100
nonAMP6133	255	>200
nonAMP6134	199	151-200
nonAMP6135	155	151-200
nonAMP6136	254	>200
nonAMP6137	239	>200
nonAMP6138	211	>200
nonAMP6139	12	0-50
nonAMP6140	213	>200
nonAMP6141	178	151-200
nonAMP6142	236	>200
nonAMP6143	209	>200
nonAMP6144	163	151-200
nonAMP6145	102	101-150
nonAMP6146	81	51-100
nonAMP6147	141	101-150
nonAMP6148	125	101-150
nonAMP6149	226	>200
nonAMP6150	71	51-100
nonAMP6151	224	>200
nonAMP6152	180	151-200
nonAMP6153	198	151-200
nonAMP6154	139	101-150
nonAMP6155	237	>200
nonAMP6156	60	51-100
nonAMP6157	195	151-200
nonAMP6158	89	51-100
nonAMP6159	141	101-150
nonAMP6160	187	151-200
nonAMP6161	56	51-100
nonAMP6162	119	101-150
nonAMP6163	173	151-200
nonAMP6164	136	101-150
nonAMP6165	89	51-100
nonAMP6166	65	51-100
nonAMP6167	176	151-200
nonAMP6168	87	51-100
nonAMP6169	100	51-100
nonAMP6170	246	>200
nonAMP6171	173	151-200
nonAMP6172	193	151-200
nonAMP6173	139	101-150
nonAMP6174	239	>200
nonAMP6175	78	51-100
nonAMP6176	250	>200
nonAMP6177	89	51-100
nonAMP6178	143	101-150
nonAMP6179	148	101-150
nonAMP6180	84	51-100
nonAMP6181	82	51-100
nonAMP6182	155	151-200
nonAMP6183	84	51-100
nonAMP6184	248	>200
nonAMP6185	223	>200
nonAMP6186	72	51-100
nonAMP6187	21	0-50
nonAMP6188	246	>200
nonAMP6189	248	>200
nonAMP6190	139	101-150
nonAMP6191	199	151-200
nonAMP6192	139	101-150
nonAMP6193	162	151-200
nonAMP6194	209	>200
nonAMP6195	164	151-200
nonAMP6196	103	101-150
nonAMP6197	142	101-150
nonAMP6198	144	101-150
nonAMP6199	125	101-150
nonAMP6200	177	151-200
nonAMP6201	231	>200
nonAMP6202	180	151-200
nonAMP6203	141	101-150
nonAMP6204	223	>200
nonAMP6205	221	>200
nonAMP6206	226	>200
nonAMP6207	234	>200
nonAMP6208	156	151-200
nonAMP6209	152	151-200
nonAMP6210	80	51-100
nonAMP6211	165	151-200
nonAMP6212	116	101-150
nonAMP6213	10	0-50
nonAMP6214	231	>200
nonAMP6215	208	>200
nonAMP6216	158	151-200
nonAMP6217	129	101-150
nonAMP6218	93	51-100
nonAMP6219	143	101-150
nonAMP6220	99	51-100
nonAMP6221	158	151-200
nonAMP6222	255	>200
nonAMP6223	244	>200
nonAMP6224	139	101-150
nonAMP6225	39	0-50
nonAMP6226	82	51-100
nonAMP6227	121	101-150
nonAMP6228	232	>200
nonAMP6229	195	151-200
nonAMP6230	200	151-200
nonAMP6231	20	0-50
nonAMP6232	121	101-150
nonAMP6233	133	101-150
nonAMP6234	197	151-200
nonAMP6235	213	>200
nonAMP6236	221	>200
nonAMP6237	146	101-150
nonAMP6238	196	151-200
nonAMP6239	180	151-200
nonAMP6240	44	0-50
nonAMP6241	93	51-100
nonAMP6242	246	>200
nonAMP6243	148	101-150
nonAMP6244	202	>200
nonAMP6245	240	>200
nonAMP6246	105	101-150
nonAMP6247	183	151-200
nonAMP6248	201	>200
nonAMP6249	199	151-200
nonAMP6250	139	101-150
nonAMP6251	201	>200
nonAMP6252	82	51-100
nonAMP6253	160	151-200
nonAMP6254	198	151-200
nonAMP6255	220	>200
