ID	length	range
nonAMP60044	47	0-50
nonAMP28967	34	0-50
nonAMP100893	12	0-50
nonAMP59276	30	0-50
nonAMP90445	19	0-50
nonAMP90210	20	0-50
nonAMP38924	50	0-50
nonAMP154933	12	0-50
nonAMP133438	37	0-50
nonAMP122944	11	0-50
nonAMP34180	49	0-50
nonAMP127630	34	0-50
nonAMP139882	39	0-50
nonAMP118151	32	0-50
nonAMP88574	39	0-50
nonAMP107551	9	0-50
nonAMP64387	45	0-50
nonAMP81266	42	0-50
nonAMP71526	43	0-50
nonAMP154600	40	0-50
nonAMP137464	44	0-50
nonAMP5909	40	0-50
nonAMP126160	27	0-50
nonAMP60514	30	0-50
nonAMP67888	30	0-50
nonAMP67993	9	0-50
nonAMP2642	31	0-50
nonAMP154333	8	0-50
nonAMP147205	20	0-50
nonAMP79143	11	0-50
nonAMP75686	37	0-50
nonAMP32583	36	0-50
nonAMP71909	29	0-50
nonAMP74342	12	0-50
nonAMP73152	39	0-50
nonAMP81927	29	0-50
nonAMP25584	10	0-50
nonAMP125713	38	0-50
nonAMP20858	35	0-50
nonAMP54423	34	0-50
nonAMP25106	45	0-50
nonAMP106077	33	0-50
nonAMP126732	39	0-50
nonAMP129366	35	0-50
nonAMP81651	29	0-50
nonAMP48899	42	0-50
nonAMP131961	40	0-50
nonAMP67644	26	0-50
nonAMP135496	24	0-50
nonAMP89997	40	0-50
nonAMP99971	47	0-50
nonAMP18091	48	0-50
nonAMP123415	36	0-50
nonAMP158499	18	0-50
nonAMP63516	30	0-50
nonAMP163720	24	0-50
nonAMP90970	27	0-50
nonAMP87069	32	0-50
nonAMP64167	23	0-50
nonAMP43624	44	0-50
nonAMP5609	7	0-50
nonAMP157016	46	0-50
nonAMP8029	11	0-50
nonAMP94274	11	0-50
nonAMP78563	37	0-50
nonAMP34273	18	0-50
nonAMP59227	44	0-50
nonAMP32509	40	0-50
nonAMP18980	38	0-50
nonAMP153675	7	0-50
nonAMP10777	31	0-50
nonAMP105695	19	0-50
nonAMP150567	34	0-50
nonAMP148570	24	0-50
nonAMP35696	24	0-50
nonAMP126800	34	0-50
nonAMP57259	31	0-50
nonAMP89111	31	0-50
nonAMP85206	24	0-50
nonAMP143289	7	0-50
nonAMP115692	31	0-50
nonAMP128193	7	0-50
nonAMP100673	44	0-50
nonAMP161026	16	0-50
nonAMP128474	40	0-50
nonAMP107034	10	0-50
nonAMP88811	31	0-50
nonAMP31737	13	0-50
nonAMP99152	8	0-50
nonAMP159251	17	0-50
nonAMP151250	13	0-50
nonAMP29751	10	0-50
nonAMP50277	11	0-50
nonAMP77660	13	0-50
nonAMP113133	45	0-50
nonAMP26037	30	0-50
nonAMP77853	18	0-50
nonAMP165198	13	0-50
nonAMP153811	38	0-50
nonAMP48337	21	0-50
nonAMP149464	48	0-50
nonAMP102442	16	0-50
nonAMP39514	27	0-50
nonAMP76640	35	0-50
nonAMP130483	47	0-50
nonAMP31047	39	0-50
nonAMP96726	44	0-50
nonAMP138231	35	0-50
nonAMP73305	8	0-50
nonAMP109071	40	0-50
nonAMP154627	44	0-50
nonAMP100221	44	0-50
nonAMP3920	8	0-50
nonAMP74700	32	0-50
nonAMP67188	33	0-50
nonAMP26205	43	0-50
nonAMP100990	43	0-50
nonAMP70023	29	0-50
nonAMP57290	7	0-50
nonAMP89958	32	0-50
nonAMP4553	34	0-50
nonAMP165391	14	0-50
nonAMP47618	24	0-50
nonAMP56422	44	0-50
nonAMP152081	20	0-50
nonAMP121251	26	0-50
nonAMP125119	14	0-50
nonAMP147933	30	0-50
nonAMP10273	15	0-50
nonAMP73576	39	0-50
nonAMP79405	19	0-50
nonAMP59518	15	0-50
nonAMP147973	30	0-50
nonAMP106638	11	0-50
nonAMP91263	21	0-50
nonAMP45623	29	0-50
nonAMP99856	23	0-50
nonAMP152287	6	0-50
nonAMP5919	20	0-50
nonAMP13536	32	0-50
nonAMP87971	33	0-50
nonAMP144825	40	0-50
nonAMP116184	50	0-50
nonAMP2588	19	0-50
nonAMP40941	38	0-50
nonAMP41155	20	0-50
nonAMP48905	27	0-50
nonAMP129796	45	0-50
nonAMP25377	41	0-50
nonAMP87623	11	0-50
nonAMP137480	12	0-50
nonAMP113581	45	0-50
nonAMP139104	15	0-50
nonAMP32164	19	0-50
nonAMP117384	39	0-50
nonAMP107673	38	0-50
nonAMP125353	48	0-50
nonAMP61827	37	0-50
nonAMP116018	33	0-50
nonAMP100081	34	0-50
nonAMP160553	31	0-50
nonAMP89325	42	0-50
nonAMP25032	8	0-50
nonAMP93364	34	0-50
nonAMP80646	11	0-50
nonAMP37350	48	0-50
nonAMP83301	16	0-50
nonAMP50793	42	0-50
nonAMP39507	29	0-50
nonAMP136399	14	0-50
nonAMP128242	31	0-50
nonAMP118426	11	0-50
nonAMP77871	15	0-50
nonAMP158578	38	0-50
nonAMP122435	41	0-50
nonAMP7865	18	0-50
nonAMP82712	15	0-50
nonAMP64370	15	0-50
nonAMP91502	42	0-50
nonAMP156818	22	0-50
nonAMP15821	23	0-50
nonAMP117861	30	0-50
nonAMP164082	41	0-50
nonAMP113212	12	0-50
nonAMP139093	22	0-50
nonAMP60187	36	0-50
nonAMP102033	15	0-50
nonAMP160221	40	0-50
nonAMP24916	8	0-50
nonAMP738	37	0-50
nonAMP84933	16	0-50
nonAMP148461	28	0-50
nonAMP31724	49	0-50
nonAMP135323	28	0-50
nonAMP32085	43	0-50
nonAMP112291	37	0-50
nonAMP8846	43	0-50
nonAMP94147	44	0-50
nonAMP96809	18	0-50
nonAMP159894	40	0-50
nonAMP94043	30	0-50
nonAMP14886	29	0-50
nonAMP125451	41	0-50
nonAMP132341	30	0-50
nonAMP59920	50	0-50
nonAMP141051	11	0-50
nonAMP121658	28	0-50
nonAMP158240	8	0-50
nonAMP3035	7	0-50
nonAMP137134	50	0-50
nonAMP77740	7	0-50
nonAMP162133	14	0-50
nonAMP153218	41	0-50
nonAMP77880	42	0-50
nonAMP32298	17	0-50
nonAMP160046	39	0-50
nonAMP130448	39	0-50
nonAMP76543	23	0-50
nonAMP39001	31	0-50
nonAMP82790	46	0-50
nonAMP153435	12	0-50
nonAMP139932	47	0-50
nonAMP146617	43	0-50
nonAMP148500	34	0-50
nonAMP133085	9	0-50
nonAMP141885	44	0-50
nonAMP136022	44	0-50
nonAMP92525	34	0-50
nonAMP52691	42	0-50
nonAMP35840	36	0-50
nonAMP17791	22	0-50
nonAMP42639	39	0-50
nonAMP67862	41	0-50
nonAMP142016	17	0-50
nonAMP150394	44	0-50
nonAMP114724	15	0-50
nonAMP86956	19	0-50
nonAMP157857	35	0-50
nonAMP57656	37	0-50
nonAMP83616	24	0-50
nonAMP92964	41	0-50
nonAMP151162	24	0-50
nonAMP68031	37	0-50
nonAMP96447	44	0-50
nonAMP28945	20	0-50
nonAMP52262	44	0-50
nonAMP113149	8	0-50
nonAMP138005	27	0-50
nonAMP75749	46	0-50
nonAMP132808	11	0-50
nonAMP87417	44	0-50
nonAMP32890	17	0-50
nonAMP108538	37	0-50
nonAMP97599	45	0-50
nonAMP9303	50	0-50
nonAMP64312	37	0-50
nonAMP54559	38	0-50
nonAMP77370	15	0-50
nonAMP148042	44	0-50
nonAMP31013	17	0-50
nonAMP148339	19	0-50
nonAMP91966	28	0-50
nonAMP140256	12	0-50
nonAMP97595	37	0-50
nonAMP53534	5	0-50
nonAMP139340	31	0-50
nonAMP114473	16	0-50
nonAMP59400	17	0-50
nonAMP53110	49	0-50
nonAMP42582	37	0-50
nonAMP145430	47	0-50
nonAMP153562	40	0-50
nonAMP55978	29	0-50
nonAMP99320	11	0-50
nonAMP156668	13	0-50
nonAMP108001	37	0-50
nonAMP112000	44	0-50
nonAMP107993	24	0-50
nonAMP24221	46	0-50
nonAMP83870	11	0-50
nonAMP103805	33	0-50
nonAMP21270	8	0-50
nonAMP85646	41	0-50
nonAMP69193	46	0-50
nonAMP9838	44	0-50
nonAMP92760	44	0-50
nonAMP110495	42	0-50
nonAMP124262	48	0-50
nonAMP59827	9	0-50
nonAMP69531	13	0-50
nonAMP76983	43	0-50
nonAMP108521	17	0-50
nonAMP19157	42	0-50
nonAMP53339	15	0-50
nonAMP80405	37	0-50
nonAMP3497	50	0-50
nonAMP64474	37	0-50
nonAMP141529	49	0-50
nonAMP53961	49	0-50
nonAMP165794	34	0-50
nonAMP80608	13	0-50
nonAMP70633	19	0-50
nonAMP79336	46	0-50
nonAMP132523	15	0-50
nonAMP6111	33	0-50
nonAMP86346	28	0-50
nonAMP84339	38	0-50
nonAMP111539	34	0-50
nonAMP130945	13	0-50
nonAMP45203	35	0-50
nonAMP144802	5	0-50
nonAMP1332	39	0-50
nonAMP93970	12	0-50
nonAMP36115	15	0-50
nonAMP20762	10	0-50
nonAMP1449	37	0-50
nonAMP78438	26	0-50
nonAMP118793	44	0-50
nonAMP128427	25	0-50
nonAMP42041	44	0-50
nonAMP164274	42	0-50
nonAMP76634	38	0-50
nonAMP50890	8	0-50
nonAMP4420	43	0-50
nonAMP29748	31	0-50
nonAMP89955	37	0-50
nonAMP32904	37	0-50
nonAMP63930	37	0-50
nonAMP129048	34	0-50
nonAMP46757	25	0-50
nonAMP52003	26	0-50
nonAMP96116	38	0-50
nonAMP14062	41	0-50
nonAMP155455	49	0-50
nonAMP98000	11	0-50
nonAMP90008	20	0-50
nonAMP108753	37	0-50
nonAMP12604	47	0-50
nonAMP123654	12	0-50
nonAMP41636	50	0-50
nonAMP53267	28	0-50
nonAMP30411	30	0-50
nonAMP33790	9	0-50
nonAMP72566	37	0-50
nonAMP132265	37	0-50
nonAMP102373	44	0-50
nonAMP72075	49	0-50
nonAMP118413	14	0-50
nonAMP153788	43	0-50
nonAMP57143	41	0-50
nonAMP93820	12	0-50
nonAMP48509	42	0-50
nonAMP142850	37	0-50
nonAMP126537	23	0-50
nonAMP145077	43	0-50
nonAMP42178	49	0-50
nonAMP16616	8	0-50
nonAMP59641	43	0-50
nonAMP116639	47	0-50
nonAMP102262	37	0-50
nonAMP41189	49	0-50
nonAMP29147	20	0-50
nonAMP12382	29	0-50
nonAMP16914	32	0-50
nonAMP137593	20	0-50
nonAMP101064	44	0-50
nonAMP138600	40	0-50
nonAMP108272	35	0-50
nonAMP143882	35	0-50
nonAMP2962	48	0-50
nonAMP97298	9	0-50
nonAMP120183	48	0-50
nonAMP113148	8	0-50
nonAMP7000	33	0-50
nonAMP93326	35	0-50
nonAMP79584	26	0-50
nonAMP103580	15	0-50
nonAMP62564	17	0-50
nonAMP42982	44	0-50
nonAMP59525	8	0-50
nonAMP59403	37	0-50
nonAMP164044	24	0-50
nonAMP55012	42	0-50
nonAMP106122	23	0-50
nonAMP120069	44	0-50
nonAMP144930	33	0-50
nonAMP103683	39	0-50
nonAMP79321	9	0-50
nonAMP59351	44	0-50
nonAMP66012	50	0-50
nonAMP21579	32	0-50
nonAMP135233	5	0-50
nonAMP120129	27	0-50
nonAMP99648	23	0-50
nonAMP32323	18	0-50
nonAMP66925	16	0-50
nonAMP127061	7	0-50
nonAMP47084	30	0-50
nonAMP31552	39	0-50
nonAMP53034	50	0-50
nonAMP51391	50	0-50
nonAMP18697	43	0-50
nonAMP56103	12	0-50
nonAMP26926	35	0-50
nonAMP50903	45	0-50
nonAMP98940	45	0-50
nonAMP117019	6	0-50
nonAMP160856	45	0-50
nonAMP85391	50	0-50
nonAMP26022	49	0-50
nonAMP97410	38	0-50
nonAMP164369	35	0-50
nonAMP153507	44	0-50
nonAMP110886	30	0-50
nonAMP8475	8	0-50
nonAMP10162	29	0-50
nonAMP19664	10	0-50
nonAMP41989	44	0-50
nonAMP74466	46	0-50
nonAMP70354	23	0-50
nonAMP141752	19	0-50
nonAMP141745	23	0-50
nonAMP95134	17	0-50
nonAMP126635	6	0-50
nonAMP59696	15	0-50
nonAMP152370	40	0-50
nonAMP380	36	0-50
nonAMP78357	46	0-50
nonAMP30132	42	0-50
nonAMP40347	30	0-50
nonAMP156433	15	0-50
nonAMP30561	29	0-50
nonAMP19477	47	0-50
nonAMP158975	34	0-50
nonAMP9151	10	0-50
nonAMP128340	7	0-50
nonAMP97947	48	0-50
nonAMP166018	43	0-50
nonAMP77337	10	0-50
nonAMP35479	37	0-50
nonAMP114215	47	0-50
nonAMP109704	13	0-50
nonAMP49278	37	0-50
nonAMP164584	44	0-50
nonAMP161738	27	0-50
nonAMP117253	28	0-50
nonAMP55234	25	0-50
nonAMP25100	26	0-50
nonAMP43715	38	0-50
nonAMP144976	37	0-50
nonAMP25814	12	0-50
nonAMP14181	24	0-50
nonAMP142341	46	0-50
nonAMP155851	25	0-50
nonAMP14180	36	0-50
nonAMP13713	34	0-50
nonAMP40164	12	0-50
nonAMP10163	19	0-50
nonAMP7837	45	0-50
nonAMP122028	32	0-50
nonAMP120853	37	0-50
nonAMP67035	9	0-50
nonAMP59856	17	0-50
nonAMP3234	13	0-50
nonAMP89374	31	0-50
nonAMP23394	20	0-50
nonAMP100638	42	0-50
nonAMP107264	30	0-50
nonAMP93254	17	0-50
nonAMP18429	14	0-50
nonAMP4279	47	0-50
nonAMP32935	40	0-50
nonAMP57678	40	0-50
nonAMP60770	40	0-50
nonAMP101391	31	0-50
nonAMP11645	21	0-50
nonAMP1851	18	0-50
nonAMP126925	44	0-50
nonAMP161438	49	0-50
nonAMP51851	12	0-50
nonAMP163940	12	0-50
nonAMP4145	19	0-50
nonAMP40063	30	0-50
nonAMP54799	16	0-50
nonAMP77975	35	0-50
nonAMP18903	15	0-50
nonAMP36136	10	0-50
nonAMP149424	50	0-50
nonAMP55811	48	0-50
nonAMP97428	43	0-50
nonAMP52373	44	0-50
nonAMP60545	18	0-50
nonAMP59845	37	0-50
nonAMP124497	46	0-50
nonAMP137719	14	0-50
nonAMP28933	44	0-50
nonAMP137000	7	0-50
nonAMP112132	10	0-50
nonAMP55944	35	0-50
nonAMP6860	35	0-50
nonAMP90956	8	0-50
nonAMP94526	48	0-50
nonAMP110146	36	0-50
nonAMP3520	11	0-50
nonAMP143156	44	0-50
nonAMP98073	26	0-50
nonAMP94922	15	0-50
nonAMP161405	33	0-50
nonAMP29090	16	0-50
nonAMP101740	44	0-50
nonAMP83795	46	0-50
nonAMP6385	30	0-50
nonAMP144712	44	0-50
nonAMP57506	31	0-50
nonAMP86305	29	0-50
nonAMP89297	34	0-50
nonAMP28760	10	0-50
nonAMP44072	11	0-50
nonAMP8539	25	0-50
nonAMP56266	10	0-50
nonAMP125933	37	0-50
nonAMP103186	46	0-50
nonAMP116113	25	0-50
nonAMP3251	9	0-50
nonAMP159082	50	0-50
nonAMP57803	28	0-50
nonAMP77586	41	0-50
nonAMP86895	12	0-50
nonAMP54340	16	0-50
nonAMP114776	36	0-50
nonAMP147181	30	0-50
nonAMP75203	46	0-50
nonAMP63841	45	0-50
nonAMP8911	14	0-50
nonAMP98414	36	0-50
nonAMP156408	9	0-50
nonAMP104727	42	0-50
nonAMP111104	40	0-50
nonAMP140336	14	0-50
nonAMP48022	44	0-50
nonAMP50302	49	0-50
nonAMP45606	9	0-50
nonAMP145093	19	0-50
nonAMP94924	50	0-50
nonAMP121843	49	0-50
nonAMP53122	49	0-50
nonAMP99279	36	0-50
nonAMP11973	38	0-50
nonAMP47802	40	0-50
nonAMP53586	29	0-50
nonAMP149883	41	0-50
nonAMP107333	49	0-50
nonAMP154034	17	0-50
nonAMP165052	25	0-50
nonAMP20584	8	0-50
nonAMP71006	12	0-50
nonAMP68149	38	0-50
nonAMP32536	34	0-50
nonAMP51968	18	0-50
nonAMP1886	42	0-50
nonAMP114431	30	0-50
nonAMP81964	30	0-50
nonAMP88066	15	0-50
nonAMP1010	37	0-50
nonAMP160826	31	0-50
nonAMP135929	41	0-50
nonAMP73495	44	0-50
nonAMP21305	45	0-50
nonAMP76920	41	0-50
nonAMP124884	37	0-50
nonAMP102430	15	0-50
nonAMP3786	23	0-50
nonAMP123619	24	0-50
nonAMP48298	35	0-50
nonAMP13763	43	0-50
nonAMP46568	38	0-50
nonAMP60381	10	0-50
nonAMP70124	44	0-50
nonAMP96730	47	0-50
nonAMP66308	15	0-50
nonAMP100069	35	0-50
nonAMP20253	42	0-50
nonAMP154666	31	0-50
nonAMP161494	22	0-50
nonAMP59198	16	0-50
nonAMP29367	42	0-50
nonAMP151849	39	0-50
nonAMP164629	49	0-50
nonAMP1510	39	0-50
nonAMP39368	32	0-50
nonAMP106518	31	0-50
nonAMP97687	10	0-50
nonAMP147344	10	0-50
nonAMP135655	45	0-50
nonAMP100090	31	0-50
nonAMP93833	10	0-50
nonAMP67046	32	0-50
nonAMP93478	11	0-50
nonAMP37713	29	0-50
nonAMP96711	16	0-50
nonAMP94686	15	0-50
nonAMP27121	48	0-50
nonAMP61032	9	0-50
nonAMP137197	37	0-50
nonAMP133759	43	0-50
nonAMP149989	45	0-50
nonAMP2734	38	0-50
nonAMP99616	28	0-50
nonAMP91043	43	0-50
nonAMP36089	19	0-50
nonAMP127324	43	0-50
nonAMP77280	26	0-50
nonAMP163128	20	0-50
nonAMP114006	44	0-50
nonAMP115238	15	0-50
nonAMP46476	49	0-50
nonAMP141464	16	0-50
nonAMP25255	8	0-50
nonAMP127066	25	0-50
nonAMP103599	40	0-50
nonAMP95872	49	0-50
nonAMP21321	19	0-50
nonAMP80315	43	0-50
nonAMP72593	45	0-50
nonAMP79737	30	0-50
nonAMP154454	40	0-50
nonAMP4596	37	0-50
nonAMP150490	27	0-50
nonAMP89709	17	0-50
nonAMP127587	50	0-50
nonAMP134804	38	0-50
nonAMP20836	21	0-50
nonAMP58923	9	0-50
nonAMP120671	27	0-50
nonAMP10364	37	0-50
nonAMP155989	10	0-50
nonAMP61248	38	0-50
nonAMP49460	44	0-50
nonAMP134913	12	0-50
nonAMP7058	43	0-50
nonAMP142359	13	0-50
nonAMP6187	21	0-50
nonAMP46558	17	0-50
nonAMP115171	36	0-50
nonAMP166474	17	0-50
nonAMP127088	13	0-50
nonAMP38720	11	0-50
nonAMP134784	44	0-50
nonAMP85079	43	0-50
nonAMP83813	23	0-50
nonAMP47088	47	0-50
nonAMP113420	19	0-50
nonAMP130492	50	0-50
nonAMP72189	33	0-50
nonAMP48519	30	0-50
nonAMP86472	50	0-50
nonAMP9630	8	0-50
nonAMP96858	44	0-50
nonAMP166772	24	0-50
nonAMP82561	10	0-50
nonAMP69014	44	0-50
nonAMP63601	10	0-50
nonAMP16816	37	0-50
nonAMP141818	26	0-50
nonAMP98968	38	0-50
nonAMP95934	19	0-50
nonAMP24141	42	0-50
nonAMP158901	37	0-50
nonAMP25818	35	0-50
nonAMP127137	32	0-50
nonAMP41957	31	0-50
nonAMP163530	24	0-50
nonAMP21422	39	0-50
nonAMP122827	36	0-50
nonAMP43254	16	0-50
nonAMP99282	29	0-50
nonAMP113366	24	0-50
nonAMP51827	29	0-50
nonAMP16192	13	0-50
nonAMP73131	43	0-50
nonAMP54286	37	0-50
nonAMP10854	10	0-50
nonAMP55250	49	0-50
nonAMP25820	42	0-50
nonAMP151511	35	0-50
nonAMP85701	39	0-50
nonAMP68448	49	0-50
nonAMP157555	37	0-50
nonAMP47362	34	0-50
nonAMP34620	28	0-50
nonAMP13089	49	0-50
nonAMP92881	45	0-50
nonAMP130514	47	0-50
nonAMP101441	19	0-50
nonAMP81194	41	0-50
nonAMP20831	31	0-50
nonAMP11300	15	0-50
nonAMP79129	42	0-50
nonAMP49938	44	0-50
nonAMP12971	25	0-50
nonAMP78670	35	0-50
nonAMP82088	36	0-50
nonAMP150226	48	0-50
nonAMP55032	10	0-50
nonAMP90725	39	0-50
nonAMP75957	9	0-50
nonAMP69135	19	0-50
nonAMP5437	8	0-50
nonAMP39528	27	0-50
nonAMP147341	43	0-50
nonAMP124482	28	0-50
nonAMP131024	48	0-50
nonAMP139286	45	0-50
nonAMP104422	31	0-50
nonAMP82321	40	0-50
nonAMP150849	34	0-50
nonAMP95148	48	0-50
nonAMP149758	11	0-50
nonAMP17411	43	0-50
nonAMP13814	13	0-50
nonAMP14962	26	0-50
nonAMP90612	44	0-50
nonAMP14131	31	0-50
nonAMP90924	31	0-50
nonAMP137257	38	0-50
nonAMP120386	40	0-50
nonAMP48002	44	0-50
nonAMP127904	20	0-50
nonAMP139980	32	0-50
nonAMP146505	11	0-50
nonAMP9322	45	0-50
nonAMP74590	20	0-50
nonAMP116887	34	0-50
nonAMP8342	37	0-50
nonAMP63034	44	0-50
nonAMP2306	5	0-50
nonAMP6225	39	0-50
nonAMP69979	6	0-50
nonAMP42688	9	0-50
nonAMP54524	13	0-50
nonAMP95492	14	0-50
nonAMP141211	34	0-50
nonAMP28516	40	0-50
nonAMP83233	33	0-50
nonAMP163912	37	0-50
nonAMP9289	10	0-50
nonAMP166247	44	0-50
nonAMP38029	39	0-50
nonAMP104287	10	0-50
nonAMP35168	33	0-50
nonAMP38372	7	0-50
nonAMP111123	21	0-50
nonAMP107011	44	0-50
nonAMP157965	17	0-50
nonAMP108195	31	0-50
nonAMP27830	20	0-50
nonAMP148039	17	0-50
nonAMP47391	17	0-50
nonAMP156125	10	0-50
nonAMP153095	40	0-50
nonAMP39643	9	0-50
nonAMP137581	44	0-50
nonAMP133315	34	0-50
nonAMP76710	33	0-50
nonAMP78687	36	0-50
nonAMP133226	13	0-50
nonAMP148216	31	0-50
nonAMP78249	47	0-50
nonAMP59594	9	0-50
nonAMP4573	13	0-50
nonAMP130289	36	0-50
nonAMP135296	49	0-50
nonAMP15881	8	0-50
nonAMP72640	40	0-50
nonAMP11328	30	0-50
nonAMP37595	37	0-50
nonAMP136649	10	0-50
nonAMP158200	22	0-50
nonAMP104418	36	0-50
nonAMP129236	48	0-50
nonAMP135991	13	0-50
nonAMP115398	38	0-50
nonAMP61454	15	0-50
nonAMP31614	20	0-50
nonAMP30323	20	0-50
nonAMP74751	49	0-50
nonAMP74994	29	0-50
nonAMP154557	13	0-50
nonAMP83039	12	0-50
nonAMP75147	47	0-50
nonAMP158103	29	0-50
nonAMP114384	8	0-50
nonAMP44784	20	0-50
nonAMP127607	48	0-50
nonAMP49340	20	0-50
nonAMP52629	17	0-50
nonAMP160022	29	0-50
nonAMP109655	31	0-50
nonAMP39620	10	0-50
nonAMP115788	36	0-50
nonAMP22678	37	0-50
nonAMP47194	15	0-50
nonAMP142051	44	0-50
nonAMP9335	32	0-50
nonAMP41282	31	0-50
nonAMP52787	41	0-50
nonAMP47186	37	0-50
nonAMP100760	37	0-50
nonAMP10553	46	0-50
nonAMP121032	31	0-50
nonAMP110954	22	0-50
nonAMP5584	30	0-50
nonAMP92042	43	0-50
nonAMP115802	30	0-50
nonAMP94120	33	0-50
nonAMP128313	35	0-50
nonAMP64013	43	0-50
nonAMP37568	23	0-50
nonAMP117392	48	0-50
nonAMP130695	50	0-50
nonAMP9811	11	0-50
nonAMP45116	16	0-50
nonAMP140105	42	0-50
nonAMP4391	15	0-50
nonAMP26760	43	0-50
nonAMP150930	27	0-50
nonAMP29202	38	0-50
nonAMP70620	5	0-50
nonAMP55456	25	0-50
nonAMP61474	36	0-50
nonAMP74716	11	0-50
nonAMP8427	49	0-50
nonAMP87756	44	0-50
nonAMP152398	31	0-50
nonAMP26929	5	0-50
nonAMP88871	31	0-50
nonAMP103575	31	0-50
nonAMP61448	40	0-50
nonAMP18730	12	0-50
nonAMP28939	14	0-50
nonAMP114893	41	0-50
nonAMP75595	37	0-50
nonAMP125367	15	0-50
nonAMP41461	25	0-50
nonAMP135403	31	0-50
nonAMP61383	16	0-50
nonAMP151126	12	0-50
nonAMP155121	25	0-50
nonAMP104113	21	0-50
nonAMP156519	35	0-50
nonAMP126195	7	0-50
nonAMP89419	37	0-50
nonAMP121808	41	0-50
nonAMP120758	32	0-50
nonAMP45483	37	0-50
nonAMP92118	38	0-50
nonAMP115031	19	0-50
nonAMP54288	41	0-50
nonAMP147298	15	0-50
nonAMP26813	37	0-50
nonAMP62292	44	0-50
nonAMP26799	19	0-50
nonAMP1182	44	0-50
nonAMP25797	7	0-50
nonAMP50132	30	0-50
nonAMP125690	45	0-50
nonAMP72753	47	0-50
nonAMP121850	46	0-50
nonAMP140731	38	0-50
nonAMP110669	38	0-50
nonAMP16140	23	0-50
nonAMP11198	44	0-50
nonAMP1543	35	0-50
nonAMP62970	8	0-50
nonAMP132444	33	0-50
nonAMP89578	24	0-50
nonAMP23468	49	0-50
nonAMP80582	50	0-50
nonAMP12079	39	0-50
nonAMP69813	16	0-50
nonAMP11895	18	0-50
nonAMP84409	48	0-50
nonAMP46455	44	0-50
nonAMP159772	43	0-50
nonAMP66869	23	0-50
nonAMP69365	49	0-50
nonAMP146291	44	0-50
nonAMP77144	42	0-50
nonAMP113913	8	0-50
nonAMP59383	10	0-50
nonAMP91914	48	0-50
nonAMP141990	48	0-50
nonAMP17351	37	0-50
nonAMP27483	21	0-50
nonAMP65267	37	0-50
nonAMP110757	22	0-50
nonAMP39628	20	0-50
nonAMP109538	45	0-50
nonAMP138644	39	0-50
nonAMP49883	9	0-50
nonAMP45708	33	0-50
nonAMP3826	44	0-50
nonAMP81218	19	0-50
nonAMP22049	24	0-50
nonAMP47627	32	0-50
nonAMP145249	7	0-50
nonAMP109736	28	0-50
nonAMP152686	38	0-50
nonAMP39634	33	0-50
nonAMP65178	20	0-50
nonAMP126591	39	0-50
nonAMP3356	26	0-50
nonAMP33617	15	0-50
nonAMP131528	22	0-50
nonAMP42281	42	0-50
nonAMP55683	30	0-50
nonAMP31755	37	0-50
nonAMP65570	18	0-50
nonAMP137058	39	0-50
nonAMP49880	5	0-50
nonAMP118420	37	0-50
nonAMP57415	15	0-50
nonAMP98589	9	0-50
nonAMP10336	33	0-50
nonAMP155280	13	0-50
nonAMP81095	31	0-50
nonAMP153619	44	0-50
nonAMP137599	9	0-50
nonAMP116166	50	0-50
nonAMP47368	11	0-50
nonAMP158309	15	0-50
nonAMP31818	33	0-50
nonAMP98615	41	0-50
nonAMP80131	47	0-50
nonAMP51647	7	0-50
nonAMP81553	15	0-50
nonAMP129082	13	0-50
nonAMP131442	31	0-50
nonAMP147043	13	0-50
nonAMP12199	11	0-50
nonAMP7451	8	0-50
nonAMP63123	13	0-50
nonAMP153139	27	0-50
nonAMP29156	11	0-50
nonAMP18676	39	0-50
nonAMP84035	25	0-50
nonAMP3590	38	0-50
nonAMP92784	34	0-50
nonAMP54074	45	0-50
nonAMP72150	38	0-50
nonAMP94379	29	0-50
nonAMP73507	44	0-50
nonAMP118137	25	0-50
nonAMP125233	26	0-50
nonAMP138073	20	0-50
nonAMP48830	49	0-50
nonAMP51566	12	0-50
nonAMP28833	9	0-50
nonAMP19122	46	0-50
nonAMP66166	25	0-50
nonAMP123468	50	0-50
nonAMP142966	5	0-50
nonAMP69055	26	0-50
nonAMP150095	31	0-50
nonAMP105227	11	0-50
nonAMP87445	36	0-50
nonAMP103645	39	0-50
nonAMP70376	43	0-50
nonAMP142504	10	0-50
nonAMP55647	20	0-50
nonAMP46794	15	0-50
nonAMP133803	21	0-50
nonAMP86364	11	0-50
nonAMP55810	15	0-50
nonAMP1940	21	0-50
nonAMP82262	41	0-50
nonAMP116003	44	0-50
nonAMP110351	17	0-50
nonAMP96258	15	0-50
nonAMP121544	7	0-50
nonAMP138844	20	0-50
nonAMP93350	15	0-50
nonAMP60705	20	0-50
nonAMP22427	35	0-50
nonAMP99758	41	0-50
nonAMP21847	28	0-50
nonAMP70464	36	0-50
nonAMP100464	33	0-50
nonAMP49563	38	0-50
nonAMP93850	13	0-50
nonAMP93610	18	0-50
nonAMP101434	48	0-50
nonAMP159684	44	0-50
nonAMP11344	33	0-50
nonAMP73959	37	0-50
nonAMP25908	32	0-50
nonAMP158059	11	0-50
nonAMP26667	22	0-50
nonAMP162438	24	0-50
